Iteration,Created time,Creative number,Creator,Date,Game Title,PM,Period,Status,Team,Video Count,날짜
XP Hero_25th_AI_Iteration,"August 13, 2026 3:57 PM",90328 ~ 90335,Ellie,,XP Hero,,[W3] August W3 (08/17~),Done,AI Ads Team,8,
PDB_8th_AI_Iteration,"August 13, 2026 4:03 PM",90019~90020,Ellie,,Paper Delivery Boy,,[W3] August W3 (08/17~),Done,AI Ads Team,2,
XP Hero_25th_AI_Iteration 2,"August 14, 2026 8:40 AM",90336 ~ 90341,Yuna,,XP Hero,,[W3] August W3 (08/17~),Done,AI Ads Team,6,
CrabLife_9th_AI_Iteration,"August 14, 2026 8:40 AM",90022 ~ 90023,Yuna,,CrabLife,,[W3] August W3 (08/17~),Done,AI Ads Team,2,
Lumber Chopper_9th_AI_Iteration,"August 14, 2026 8:40 AM",90082~90089,Pax,,Lumber Chopper,,[W3] August W3 (08/17~),Done,AI Ads Team,8,
Mosquito_12th_AI_Iteration,"August 14, 2026 8:40 AM",90045~90046,Pax,,Mosquito,,[W3] August W3 (08/17~),Done,AI Ads Team,2,
Bulldozer Master_8th_AI_Iteration,"August 14, 2026 9:02 AM",90105 ~ 90109,Elliot,,Bulldozer Master,,[W3] August W3 (08/17~),Done,AI Ads Team,5,
Burger Please!_12th_AI_Iteration,"August 14, 2026 9:02 AM",90048~90049,Elliot,,Burger Please!,,[W3] August W3 (08/17~),Done,AI Ads Team,2,
Downhill Racer_11th_AI_Iteration,"August 14, 2026 9:02 AM",90043 ~ 90044,Thiago,,Downhill,,[W3] August W3 (08/17~),Done,AI Ads Team,2,
Dino Universe_18th_AI_Iteration 1,"August 14, 2026 9:03 AM",90165~90170,Thiago,,Dino Universe,,[W3] August W3 (08/17~),Done,AI Ads Team,6,
Dino Universe_18th_AI_Iteration 2,"August 14, 2026 9:03 AM",90171~90177,Hozler,,Dino Universe,,[W3] August W3 (08/17~),Done,AI Ads Team,7,
Outlet rush_9th_AI_Iteration,"August 14, 2026 9:03 AM",90022,Hozler,,Outlets Rush,,[W3] August W3 (08/17~),Done,AI Ads Team,1,
Super Big Slime_12th_AI_Iteration,"August 14, 2026 9:37 AM",90048,Hozler,,Super Big Slime,,[W3] August W3 (08/17~),Done,AI Ads Team,1,
video90147_ageofdinosaurs_en_44s_1080x1920_falcon_060826,"August 14, 2026 10:27 AM",,,,,,,To do,,,
,"August 17, 2026 11:18 AM",,,,,,,To do,Video Ads Team,,
Target Smash_1st_UA_Iteration,"August 17, 2026 11:19 AM",90001~90008,Max,,Target Smash!,Chi,[W3] August W3 (08/17~),Done,Video Ads Team,8,
,"August 17, 2026 6:51 PM",,,,,,,To do,,,
Pizza Ready_20th_UA_Iteration,"August 18, 2026 9:43 AM",90246~90253,Tilda,,Pizza Ready,Helly,[W4] August W4 (08/24~),Done,Video Ads Team,8,
Suzy’s Restaurant_7th_UA_Iteration,"August 18, 2026 1:17 PM",90063 ~ 90070,Elvis,,Suzy's Restaurant,Avril,[W4] August W4 (08/24~),Done,Video Ads Team,8,
Bulldozer Master_9th_UA_Iteration,"August 19, 2026 10:12 AM",90119~90126,Quinne,,Bulldozer Master,Mee,[W4] August W4 (08/24~),Done,Video Ads Team,8,
Snake Clash_32nd_UA_Iteration,"August 19, 2026 10:34 AM",90463~90470,Zaid,,Snake Clash,Cyno,[W4] August W4 (08/24~),Done,Video Ads Team,8,"August 21, 2026"
Arrow Fever_17th_UA_Iteration,"August 19, 2026 2:12 PM",90234~90245,Falcon,,Arrow Fever,Chi,[W4] August W4 (08/24~),Done,Video Ads Team,12,
XP Hero_26th_UA_Iteration,"August 20, 2026 10:25 AM",90342~90349,Ruelle,,XP Hero,Zoe,[W4] August W4 (08/24~),Done,Video Ads Team,8,
,"August 20, 2026 10:33 AM",,,,,,,To do,Video Ads Team,,
CrabLife_7th_UA_Iteration,"August 20, 2026 10:37 AM",90026~90037,Miko,,CrabLife,Cyno,[W4] August W4 (08/24~),Done,Video Ads Team,12,
Whack Stack_1st_UA_Iteration,"August 20, 2026 10:41 AM",90001~90009,Max,,Whack Stack,Helly,[W4] August W4 (08/24~),Done,Video Ads Team,9,
Dino Universe_19th_AI_Iteration,"August 20, 2026 11:34 PM",90178 ~ 90182,Yuna,,Dino Universe,,[W4] August W4 (08/24~),Done,AI Ads Team,5,
Burger Please!_13th_AI_Iteration,"August 21, 2026 12:15 AM",90050,Thiago,,Burger Please!,,[W4] August W4 (08/24~),Done,AI Ads Team,1,
SharkUniverse_1st_AI_Iteration,"August 21, 2026 8:35 AM",90001~90005,Pax,,Shark Universe,,[W4] August W4 (08/24~),Done,AI Ads Team,5,
SuperBigSlime_13th_AI_Iteration,"August 21, 2026 8:35 AM",90049~90050,Pax,,Super Big Slime,,[W4] August W4 (08/24~),Done,AI Ads Team,2,
Bulldozer Master_9th_AI_Iteration,"August 21, 2026 8:45 AM",90110 ~ 90118,Thiago,,Bulldozer Master,,[W4] August W4 (08/24~),Done,AI Ads Team,9,
Paper Delivery Boy_9th_AI_Iteration,"August 21, 2026 8:45 AM",90021,Thiago,,Paper Delivery Boy,,[W4] August W4 (08/24~),Done,AI Ads Team,1,
Downhill Racer_12th_AI_Iteration,"August 21, 2026 8:55 AM",90045~90046,Yuna,,Downhill,,[W4] August W4 (08/24~),Done,AI Ads Team,2,
Captain of Space_3rd_AI_Iteration,"August 21, 2026 9:10 AM",90012~90017,Hozler,,Captain of Space,,[W4] August W4 (08/24~),Done,AI Ads Team,6,
CrabLife_10th_AI_Iteration,"August 21, 2026 9:10 AM",90024~90025,Hozler,,CrabLife,,[W4] August W4 (08/24~),Done,AI Ads Team,2,
"XP Hero_26th_AI_Iteration ","August 21, 2026 9:22 AM",90350 ~ 90354,Elliot,,XP Hero,,[W4] August W4 (08/24~),Done,AI Ads Team,5,
Mosquito_13th_AI_Iteration,"August 21, 2026 9:22 AM",90047 ~ 90048,Elliot,,Mosquito,,[W4] August W4 (08/24~),Done,AI Ads Team,2,
Theme Park Manager_5th_AI_Iteration,"August 21, 2026 9:51 AM",90034 ~ 90039,Ellie,,Theme park manager,,[W4] August W4 (08/24~),Done,AI Ads Team,6,
Arrow Fever_18th_UA_Iteration,"August 24, 2026 9:44 AM",90246~90256,Falcon,,Arrow Fever,Chi,[W1] Sep W1W2 (08/31~),Done,Video Ads Team,11,
Pizza Ready_21st_UA_Iteration,"August 25, 2026 10:49 AM",90254~90265,Tilda,,Pizza Ready,Helly,[W1] Sep W1W2 (08/31~),Done,Video Ads Team,12,
XP Hero_27th_UA_Iteration,"August 25, 2026 2:41 PM",90355~90369,Ruelle,,XP Hero,Zoe,[W1] Sep W1W2 (08/31~),Done,Video Ads Team,15,
Theme Park Manager_7th_Iteration,"August 25, 2026 3:15 PM",,Elvis,,Theme park manager,Zoe,[W3] Sep W4 (09/21~),In-progress,Video Ads Team,0,
Gangster Universe_1st_UA_Iteration,"August 26, 2026 8:54 AM",90001-90012,Miko,,Gangster Universe,Mee,[W1] Sep W1W2 (08/31~),Done,Video Ads Team,12,
Dragon Burst_1st_UA_Iteration,"August 26, 2026 8:55 AM",90001-90012,Max,,Dragon Burst,Mee,[W1] Sep W1W2 (08/31~),Done,Video Ads Team,12,
Snake Clash_33rd_UA_Iteration,"August 26, 2026 9:52 AM",90471-90482,Zaid,,Snake Clash,Cyno,[W1] Sep W1W2 (08/31~),Done,Video Ads Team,12,
OutletRush_10th_AI_Iteration,"August 26, 2026 2:05 PM",90023~90024,Ellie,,Outlets Rush,,[W4] August W4 (08/24~),Done,AI Ads Team,2,
Bulldozer Master_10th_UA_Iteration,"August 28, 2026 11:28 AM",90127~90138,Quinne,,Bulldozer Master,Mee,[W1] Sep W1W2 (08/31~),Done,Video Ads Team,12,
Suzy’s Restaurant_8th_UA_Iteration,"August 31, 2026 8:47 AM",90071~90085,Elvis,,Suzy's Restaurant,Zoe,[W1] Sep W1W2 (08/31~),Done,Video Ads Team,15,
Snake Clash_34th_UA_Iteration,"September 3, 2026 8:29 AM",90496-90501,Zaid,,Snake Clash,Cyno,[W2] Sep W3 (09/14~),In-progress,Video Ads Team,6,
SharkUniverse_2nd_AI_Iteration,"September 4, 2026 9:17 AM",90006~90007,Yuna,,Shark Universe,,[W1] September W1 (09/7~),Done,AI Ads Team,2,
Theme Park Manager_6th_AI_Iteration,"September 4, 2026 9:25 AM",90040 ~ 90043,Ellie,,Theme park manager,,[W1] September W1 (09/7~),Done,AI Ads Team,4,
XP Hero_27th_AI_Iteration,"September 4, 2026 9:30 AM",90370 ~ 90374,Elliot,,XP Hero,,[W1] September W1 (09/7~),Done,AI Ads Team,5,
DinosaurUniverse_20th_AI_Iteration,"September 4, 2026 9:45 AM",90183 ~ 90185,Hozler,,Dino Universe,,[W1] September W1 (09/7~),Done,AI Ads Team,3,
Outlets Rush_11th_AI_Iteration,"September 4, 2026 9:46 AM",90025~90026,Ellie,,Outlets Rush,,[W1] September W1 (09/7~),Done,AI Ads Team,2,
Downhill Racer_13th_AI_Iteration,"September 4, 2026 10:55 AM",90047 ~ 90048,Elliot,,Downhill,,[W1] September W1 (09/7~),Done,AI Ads Team,2,
My Supermarket_1st_Iteration,"September 4, 2026 1:38 PM",90001~90010,Miko,,My Supermarket,Zoe,[W2] Sep W3 (09/14~),In-progress,Video Ads Team,10,
AIX_1st_AI_Iteration 1,"September 4, 2026 3:26 PM",90001~90008,Pax,,AIX,,[W1] September W1 (09/7~),Done,AI Ads Team,8,
AIX_1st_AI_Iteration 2,"September 4, 2026 3:52 PM",90009~90014,Thiago,,AIX,,[W1] September W1 (09/7~),Done,AI Ads Team,6,
,"September 5, 2026 5:08 PM",,,,,,,To do,,,
Smash Down_2nd_UA_Iteration,"September 8, 2026 9:01 AM",90011~90016,Falcon,,Smash Down,Chi,[W2] Sep W3 (09/14~),In-progress,Video Ads Team,6,
Bulldozer Master_11th_UA_Iteration,"September 8, 2026 9:05 AM",90139~90144,Quinne,,Bulldozer Master,Mee,[W2] Sep W3 (09/14~),In-progress,Video Ads Team,6,
Dino Universe_20th_UA_Iteration,"September 8, 2026 2:29 PM",90186~90195,Max,,Dino Universe,Cyno,[W2] Sep W3 (09/14~),In-progress,Video Ads Team,10,
Pizza Ready_22nd_UA_Iteration,"September 8, 2026 3:26 PM",90266 ~ 90271,Tilda,,Pizza Ready,Helly,[W2] Sep W3 (09/14~),In-progress,Video Ads Team,6,
XP Hero_28th_UA_Iteration,"September 9, 2026 8:47 AM",90375~90382,Ruelle,,XP Hero,Zoe,[W2] Sep W3 (09/14~),In-progress,Video Ads Team,8,
Super Big Slime_14th_AI_Iteration,"September 9, 2026 9:30 AM",90051~90052,Pax,,Super Big Slime,,[W1] September W1 (09/7~),Done,AI Ads Team,2,
Snake Clash_33rd_UA_Iteration,"September 9, 2026 3:57 PM",90483~90489,Anthony,,Snake Clash,,[W2] Sep W3 (09/14~),In-progress,Video Ads Team,6,
Bulldozer Master_11th_AI_Iteration,"September 14, 2026 9:37 AM",90145~90147,Ellie,,Bulldozer Master,,[W2] September W2 (09/14~),In-progress,AI Ads Team,3,
CrabLife_11th_AI_Iteration,"September 14, 2026 9:38 AM",90038~90039,Ellie,,CrabLife,,[W2] September W2 (09/14~),In-progress,AI Ads Team,2,
SharkUniverse_3rd_AI_Iteration,"September 14, 2026 10:05 AM",,Elliot,,Shark Universe,,[W2] September W2 (09/14~),In-progress,AI Ads Team,,
Burger Please!_13th_AI_Iteration,"September 14, 2026 10:06 AM",,Elliot,,Burger Please!,,[W2] September W2 (09/14~),In-progress,AI Ads Team,,
Snake Clash_35th_UA_Iteration,"September 17, 2026 8:55 AM",,Zaid,,Snake Clash,Cyno,[W3] Sep W4 (09/21~),To do,Video Ads Team,6,
Target Smash_3rd_Iteration,"September 17, 2026 9:17 AM",,Max,,Target Smash!,Chi,[W3] Sep W4 (09/21~),To do,Video Ads Team,,
My Fish Shop_3rd_Iteration,"September 17, 2026 9:18 AM",,Quinne,,My Fish Shop,Mee,[W3] Sep W4 (09/21~),To do,Video Ads Team,,
XP Hero_29th_Iteration,"September 17, 2026 9:36 AM",,Ruelle,,XP Hero,Zoe,[W3] Sep W4 (09/21~),To do,Video Ads Team,,
,"September 17, 2026 9:45 AM",,,,,,[W1] Sep W1W2 (08/31~),To do,Video Ads Team,,
AIX_2nd_AI_Iteration,"September 17, 2026 1:55 PM",,Pax,,AIX,,[W2] September W2 (09/14~),In-progress,AI Ads Team,,
,"September 17, 2026 1:55 PM",,Pax,,Outlets Rush,,[W2] September W2 (09/14~),In-progress,AI Ads Team,,
,"September 17, 2026 1:56 PM",,Pax,,Burger Please!,,[W2] September W2 (09/14~),In-progress,AI Ads Team,,
"Snake Clash_34th_UA_Iteration ","September 17, 2026 1:57 PM",90490~90495,Elvis,,Snake Clash,Cyno,[W2] Sep W3 (09/14~),In-progress,Video Ads Team,6,
